"RC_ID","ROUTE SIGNING","ROUTE","ROAD NUMBER","ROAD NAME","END MILEPOINT","BEGIN DESCRIPTION","END DESCRIPTION","COUNTY","MUNICIPALITY NAME","MUNICIPALITY TYPE","SEASONAL FACTOR GROUP","FUNCTIONAL CLASS"
"064113","",,"8285","VAN DUZER ST","","VAN DUZR ST EX","VICTORY BLVD","RICHMOND","NEW YORK","CITY","30","16"
"061203","",,"8285","VAN DUZER ST","","ST PAULS AVE","VAN DUZR ST EX","RICHMOND","NEW YORK","CITY","30","14"
"024370","",,"8285","YORK ST","","FRONT ST","NAVY ST","KINGS","NEW YORK","CITY","30","17"
"061204","",,"8289","VAN DUZER ST EX","","VAN DUZER ST","BAY ST","RICHMOND","NEW YORK","CITY","30","14"
"066011","",,"8297","VAN PELT AVE","","DEPUYTER PL","LINDEN AVE","RICHMOND","NEW YORK","CITY","30","17"
"062034","",,"8309","VANDERBILT AVE","","RICHMOND RD","BAY ST","RICHMOND","NEW YORK","CITY","30","16"
"072233","",,"8340","W SIDE AVE","","RUGBY RD","BOX TREE RD","SUFFOLK","SOUTHAMPTON","TOWN","30","19"
"064114","",,"8361","VETERANS RD E","","DRUMGOOLE RD","WOODROW RD","RICHMOND","NEW YORK","CITY","30","17"
"066304","",,"8361","VETERANS RD E","","HUGUENOT AVE","ARDEN AVE","RICHMOND","NEW YORK","CITY","30","17"
"064115","",,"8361","VETERANS RD E","","WOODROW RD","HUGUENOT AVE","RICHMOND","NEW YORK","CITY","30","17"
"064116","",,"8365","VETERANS RD W","","ARTHUR KILL RD","BLOOMINGDALE","RICHMOND","NEW YORK","CITY","30","16"
"064117","",,"8365","VETERANS RD W","","BLOOMINGDALE","ARTHUR KILL RD","RICHMOND","NEW YORK","CITY","30","17"
"061205","",,"8373","VICTORY BLVD","","START VICTRY B","W SHORE EXP","RICHMOND","NEW YORK","CITY","30","14"
"061213","",,"8373","VICTORY BLVD","","FOREST AVE","JERSEY ST","RICHMOND","NEW YORK","CITY","30","14"
"061206","",,"8373","VICTORY BLVD","","W SHORE EXP","RICHMOND AVE","RICHMOND","NEW YORK","CITY","30","14"
"061214","",,"8373","VICTORY BLVD","","JERSEY ST","BAY ST","RICHMOND","NEW YORK","CITY","30","14"
"061207","",,"8373","VICTORY BLVD","","RICHMOND AVE","WILLOWBRK EXP","RICHMOND","NEW YORK","CITY","30","14"
"061208","",,"8373","VICTORY BLVD","","WILLOWBRK EXP","I 278","RICHMOND","NEW YORK","CITY","30","14"
"061209","",,"8373","VICTORY BLVD","","I 278","BRADLEY AVE","RICHMOND","NEW YORK","CITY","30","14"
"061210","",,"8373","VICTORY BLVD","","BRADLEY AVE","MANOR RD","RICHMOND","NEW YORK","CITY","30","14"
"061211","",,"8373","VICTORY BLVD","","MANOR RD","CLOVE RD","RICHMOND","NEW YORK","CITY","30","14"
"061212","",,"8373","VICTORY BLVD","","CLOVE RD","FOREST AVE","RICHMOND","NEW YORK","CITY","30","14"
"062001","",,"8437","W DRUMGOOLE RD","","BLOOMINGDLE RD","VETERANS PKWY","RICHMOND","NEW YORK","CITY","30","16"
"062049","",,"8437","W DRUMGOOLE RD","","VETERANS PKWY","RICHMOND AVE","RICHMOND","NEW YORK","CITY","30","16"
"062015","",,"8457","W SERVICE RD","","RP .10 S OF VC","MULDOON AVE","RICHMOND","NEW YORK","CITY","30","17"
"111343","",,"8510","VLY RD","","SR155/CR157","SCHENECTDY C/L","ALBANY","COLONIE","TOWN","30","17"
"066007","",,"8521","WALKER ST","","VAN PELT AVE","RICHMOND AVE","RICHMOND","NEW YORK","CITY","30","17"
"052011","",,"8537","ROCKWY BCH BLV","","BEACH 149TH ST","BEACH 102ND ST","QUEENS","NEW YORK","CITY","30","16"
"054429","",,"8537","ROCKWY BCH BLV","","MERGE AREA","BEACH 149TH ST","QUEENS","NEW YORK","CITY","30","16"
"054430","",,"8537","ROCKWY BCH BLV","","BEACH 102ND ST","BEACH 73RD ST","QUEENS","NEW YORK","CITY","30","16"
"054431","",,"8537","ROCKWY BCH BLV","","BEACH 73RD ST","BEACH 59TH ST","QUEENS","NEW YORK","CITY","30","16"
"054432","",,"8539","ROCKWY BCH W","","MAIN LINE","NORTHBOUN RAMP","QUEENS","NEW YORK","CITY","30","16"
"112064","",,"8540","WADE RD SO","","OLD NISKAYUNA","NY 7","ALBANY","COLONIE","TOWN","30","16"
"111344","",,"8542","WADE RD EXT","","FORTS FERRY RD","TROY SCHENECTADY RD","ALBANY","COLONIE","TOWN","30","17"
"111345","",,"8543","WADE RD NORTH","","SR 7","FORTS FERRY RD","ALBANY","COLONIE","TOWN","30","17"
"051283","",,"8549","ROCKAWAY BLVD","","HANGAR RD","GUY BREWRS BLV","QUEENS","NEW YORK","CITY","30","14"
"051282","",,"8549","ROCKAWAY BLVD","","SOUTHERN PKWY","HANGAR RD","QUEENS","NEW YORK","CITY","30","14"
"051281","",,"8549","ROCKAWAY BLVD","","SUTPHIN BLVD","SOUTHERN PKWY","QUEENS","NEW YORK","CITY","30","14"
"051280","",,"8549","ROCKAWAY BLVD","","I 678","SUTPHIN BLVD","QUEENS","NEW YORK","CITY","30","14"
"051279","",,"8549","ROCKAWAY BLVD","","LEFFERTS BLVD","I 678","QUEENS","NEW YORK","CITY","30","14"
"051278","",,"8549","ROCKAWAY BLVD","","LINDEN BLVD","LEFFERTS BLVD","QUEENS","NEW YORK","CITY","30","14"
"051277","",,"8549","ROCKAWAY BLVD","","WOODHAVEN BLV","LINDEN BLVD","QUEENS","NEW YORK","CITY","30","14"
"051276","",,"8549","ROCKAWAY BLVD","","ATLANTIC AVE","WOODHAVEN BLV","QUEENS","NEW YORK","CITY","30","14"
"058061","",,"8549","ROCKAWAY BLVD","","KINGS CO LINE","ATLANTIC AVE","QUEENS","NEW YORK","CITY","30","19"
"056209","",,"8550","ROCKAWAY BLVD","","SR909G","NASSAU CL","QUEENS","NEW YORK","CITY","30","14"
"052044","",,"8557","ROCKAWAY FWY","","BCH CHANNEL DR","BEACH 84TH ST","QUEENS","NEW YORK","CITY","30","16"
"051285","",,"8557","ROCKAWAY FWY","","BEACH 73RD ST","BEACH 59TH ST","QUEENS","NEW YORK","CITY","30","14"
"051284","",,"8557","ROCKAWAY FWY","","BEACH 84TH ST","BEACH 73RD ST","QUEENS","NEW YORK","CITY","30","14"
"051362","",,"8557","ROCKAWAY FWY","","BEACH 59TH ST","SEAGIRT BLVD","QUEENS","NEW YORK","CITY","30","14"
"052066","",,"8565","ROCKAWY PT BLV","","BEACH 222ND ST","BEACH 201ST ST","QUEENS","NEW YORK","CITY","30","16"
"051286","",,"8565","ROCKAWY PT BLV","","BEACH 201ST ST","BEACH 169TH ST","QUEENS","NEW YORK","CITY","30","14"
"056023","",,"8569","ROCKY HILL RD","","47TH AVE","CLEARVIEW EXPY","QUEENS","NEW YORK","CITY","30","17"
"064118","",,"8573","WASHINGTON PL","","POST AVE","ANDERSON AVE","RICHMOND","NEW YORK","CITY","30","17"
"062029","",,"8577","WATCHOGUE RD","","WEST WILLOW RD","JEWETT AVE","RICHMOND","NEW YORK","CITY","30","16"
"051287","",,"8581","ROOSEVELT AVE","","QUEENS BLVD","58TH ST","QUEENS","NEW YORK","CITY","30","14"
"051289","",,"8581","ROOSEVELT AVE","","BROADWAY","JUNCTION BLVD","QUEENS","NEW YORK","CITY","30","14"
"051288","",,"8581","ROOSEVELT AVE","","58TH ST","BROADWAY","QUEENS","NEW YORK","CITY","30","14"
"051291","",,"8581","ROOSEVELT AVE","","108TH ST","GRD CENTRL PKY","QUEENS","NEW YORK","CITY","30","14"
"051292","",,"8581","ROOSEVELT AVE","","GRD CENTRL PKY","WILLETS PT BLV","QUEENS","NEW YORK","CITY","30","14"
"052078","",,"8581","ROOSEVELT AVE","","MAIN ST","154TH ST","QUEENS","NEW YORK","CITY","30","16"
"051293","",,"8581","ROOSEVELT AVE","","WILLETS PT BLV","MAIN ST","QUEENS","NEW YORK","CITY","30","14"
"051290","",,"8581","ROOSEVELT AVE","","JUNCTION BLVD","108TH ST","QUEENS","NEW YORK","CITY","30","14"
"064119","",,"8585","WATER ST","","CANAL ST","BAY ST","RICHMOND","NEW YORK","CITY","30","16"
"056500","",,"8587","RSVLT ISLND BR","","ROOSEVELT ISLN","VERNON BLVD","QUEENS","NEW YORK","CITY","30","17"
"056199","",,"8617","RUST ST","","56TH RD","FLUSHING AVE","QUEENS","NEW YORK","CITY","30","16"
"064120","",,"8621","WAYNE ST","","BROADWAY","N BURGHER AVE","RICHMOND","NEW YORK","CITY","30","17"
"052025","",,"8661","SANFORD AVE","","COLLEGE PT BLV","NORTHERN BLVD","QUEENS","NEW YORK","CITY","30","16"
"054435","",,"8685","SAYRES AVE","","177TH ST","110TH AVE","QUEENS","NEW YORK","CITY","30","17"
"054436","",,"8689","SCHAEFFER ST","","KINGS CO LINE","WYCKOFF ST","QUEENS","NEW YORK","CITY","30","17"
"061215","",,"8693","WESTERN AVE","","GULF AVE","RICHMOND TERR","RICHMOND","NEW YORK","CITY","30","14"
"062044","",,"8697","WESTERVELT AVE","","VICTORY BLVD","RICHMOND TERR","RICHMOND","NEW YORK","CITY","30","16"
"058064","",,"8705","SEAGIRT BLVD","","BEACH 9TH ST","NASSAU CO LINE","QUEENS","NEW YORK","CITY","30","14"
"051294","",,"8705","SEAGIRT BLVD","","ROCKAWAY FWY","BEACH 9TH ST","QUEENS","NEW YORK","CITY","30","14"
"052116","",,"8729","SENECA AVE","","DEKALB AVE","MYRTLE AVE","QUEENS","NEW YORK","CITY","30","16"
"052049","",,"8753","SHORE FRONT PKW","","BEACH 59TH ST","SEAGIRT BLVD","QUEENS","NEW YORK","CITY","30","16"
"054437","",,"8763","SHORE PKY ACC","","84TH ST NB","84TH ST SB","QUEENS","NEW YORK","CITY","30","17"
"064121","",,"8785","WILDER AVE","","CLARKE AVE","RICHMOND RD","RICHMOND","NEW YORK","CITY","30","17"
"052040","",,"8789","SKILLMAN AVE","","THOMSON AVE","ROOSEVELT AVE","QUEENS","NEW YORK","CITY","30","16"
"031041","",,"878T","NASSAU EXP TEM","","ROCKAWAY TRKE","BURNSIDE AVE","NASSAU","HEMPSTEAD","TOWN","30","14"
"064122","",,"8825","WILLOW RD E","","WYONA AVE","FOREST AVE","RICHMOND","NEW YORK","CITY","30","17"
"064123","",,"8829","WILLOW RD W","","WEST CASTELL A","FOREST AVE","RICHMOND","NEW YORK","CITY","30","17"
"052117","",,"8833","SOUTH RD","","SUTPHIN BLVD","MERRICK BLVD","QUEENS","NEW YORK","CITY","30","16"
"061007","",,"8837","WILLOWBROOK RD","","WATCHOGUE RD","FOREST AVE","RICHMOND","NEW YORK","CITY","30","16"
"054438","",,"8861","SPENCER AVE","","86TH AVE","SPENCER AVE TL","QUEENS","NEW YORK","CITY","30","16"
"054439","",,"8865","SPENCER AVE TL","","SPENCER AVE","217TH ST","QUEENS","NEW YORK","CITY","30","16"
"051302","",,"8869","SPRINGFIELD BLV","","GRD CENTRL PKY","UNION TPK","QUEENS","NEW YORK","CITY","30","14"
"051347","",,"8869","SPRINGFIELD BLV","","56TH AVE","NORTHERN BLVD","QUEENS","NEW YORK","CITY","30","14"
"051304","",,"8869","SPRINGFIELD BLV","","I 495","56TH AVE","QUEENS","NEW YORK","CITY","30","14"
"056115","",,"8869","SPRINGFIELD BLV","","147TH AVE","N CONDUIT AVE","QUEENS","NEW YORK","CITY","30","17"
"051005","",,"8869","SPRINGFIELD BLV","","130TH AVE","FRAN LEWIS BLV","QUEENS","NEW YORK","CITY","30","14"
"051303","",,"8869","SPRINGFIELD BLV","","UNION TPK","I 495","QUEENS","NEW YORK","CITY","30","14"
"051300","",,"8869","SPRINGFIELD BLV","","HILLSIDE AVE","BRADDOCK AVE","QUEENS","NEW YORK","CITY","30","14"
"051301","",,"8869","SPRINGFIELD BLV","","BRADDOCK AVE","GRD CENTRL PKY","QUEENS","NEW YORK","CITY","30","14"
"051296","",,"8869","SPRINGFIELD BLV","","MERRICK BLVD","130TH AVE","QUEENS","NEW YORK","CITY","30","14"
"051297","",,"8869","SPRINGFIELD BLV","","FRAN LEWIS BLV","LINDEN BLVD","QUEENS","NEW YORK","CITY","30","14"
"051295","",,"8869","SPRINGFIELD BLV","","N CONDUIT AVE","MERRICK BLVD","QUEENS","NEW YORK","CITY","30","14"
"051299","",,"8869","SPRINGFIELD BLV","","HEMPSTEAD AVE","HILLSIDE AVE","QUEENS","NEW YORK","CITY","30","14"
"051298","",,"8869","SPRINGFIELD BLV","","LINDEN BLVD","HEMPSTEAD AVE","QUEENS","NEW YORK","CITY","30","14"
"054440","",,"8913","STARR AVE","","GREENPOINT AVE","VAN DAM ST","QUEENS","NEW YORK","CITY","30","17"
"054453","",,"8925","STEINWAY ST","","ASTORIA BLVD","19TH ST","QUEENS","NEW YORK","CITY","30","17"
"051305","",,"8925","STEINWAY ST","","NORTHERN BLVD","BROADWAY","QUEENS","NEW YORK","CITY","30","14"
"056368","",,"8925","STEINWAY ST","","ASTORIA BLVD SOUTH","ASTORIA BLVD","QUEENS","NEW YORK","CITY","30","14"
"051306","",,"8925","STEINWAY ST","","BROADWAY","ASTORIA BLVD SOUTH","QUEENS","NEW YORK","CITY","30","14"
"062005","",,"8945","WOODROW RD","","BLOOMINGDLE RD","ARTHUR KILL RD","RICHMOND","NEW YORK","CITY","30","16"
"054441","",,"8973","SUMMERFIELD ST","","WYCKOFF AVE","MYRTLE AVE","QUEENS","NEW YORK","CITY","30","17"
"061008","",,"8973","WOOLLEY AVE","","WILLOWBROOK RD","VICTORY BLVD","RICHMOND","NEW YORK","CITY","30","16"
"064124","",,"8985","WRIGHT ST","","CANAL ST","VAN DUZER ST","RICHMOND","NEW YORK","CITY","30","17"
"051310","",,"9001","SUTPHIN BLVD","","JAMAICA AVE","HILLSIDE AVE","QUEENS","NEW YORK","CITY","30","14"
"051002","",,"9001","SUTPHIN BLVD","","LINDEN BLVD","110TH RD","QUEENS","NEW YORK","CITY","30","14"
"051308","",,"9001","SUTPHIN BLVD","","110TH RD","LIBERTY AVE","QUEENS","NEW YORK","CITY","30","14"
"051309","",,"9001","SUTPHIN BLVD","","LIBERTY AVE","JAMAICA AVE","QUEENS","NEW YORK","CITY","30","14"
"051307","",,"9001","SUTPHIN BLVD","","ROCKAWAY BLVD","LINDEN BLVD","QUEENS","NEW YORK","CITY","30","14"
"054442","",,"9013","SUTTER AVE","","PITKIN AVE","CROSS BAY BLVD","QUEENS","NEW YORK","CITY","30","17"
"052205","",,"9013","SUTTER AVE","","107TH ST","150TH ST","QUEENS","NEW YORK","CITY","30","19"
"544125","",,"9020","LOWER MTN RD","","CAMBRIA/LOCKPORT TL","GOTHIC HILL RD","NIAGARA","LOCKPORT","TOWN","30","17"
"546136","",,"9020","LOWER MTN RD","","NY 425 CAMBRIA WILSO","CAMBRIA/LOCKPORT TL","NIAGARA","CAMBRIA","TOWN","30","07"
"544085","",,"903B","HINMAN RD","","SR 270","LOCKPORT CL","NIAGARA","LOCKPORT","TOWN","30","17"
"051311","",,"9049","THOMPSON AVE","","JACKSON AVE","VAN DAM ST","QUEENS","NEW YORK","CITY","30","14"
"544318","",,"9050","GRISWOLD ST","","SR 77","SR 31","NIAGARA","ROYALTON","TOWN","30","07"
"541204","",,"9070","MAIN ST","","JACKSON ST","ENT TO FI NIAG","NIAGARA","YOUNGSTOWN","VILLAGE","30","16"
"054443","",,"9079","TOTTEN AVE","","BELL BLVD","FT TOTTEN GATE","QUEENS","NEW YORK","CITY","30","17"
"112041","",,"9080","WVLT SHAKER RD","","RAVENWOOD DR","SR155/CR157","ALBANY","COLONIE","TOWN","30","16"
"054444","",,"9133","TYLER AVE","","59TH ST","MAURICE AVE","QUEENS","NEW YORK","CITY","30","17"
"056389","",,"9157","UNION ST","","SANFORD AVE","WILLETS PT BLV","QUEENS","NEW YORK","CITY","30","16"
"051358","",,"9161","UNION TPKE","","LITTLE NECK PK","NASSAU CO LINE","QUEENS","NEW YORK","CITY","30","14"
"051007","",,"9161","UNION TPKE","","I 295 OVER","BELL BLVD","QUEENS","NEW YORK","CITY","30","14"
"051319","",,"9161","UNION TPKE","","CROSS ISLND PK","LITTLE NECK PK","QUEENS","NEW YORK","CITY","30","14"
"051353","",,"9161","UNION TPKE","","164TH ST","UTOPIA PKWY","QUEENS","NEW YORK","CITY","30","14"
"051346","",,"9161","UNION TPKE","","QUEENS BLVD","GRD CENTRL PKY","QUEENS","NEW YORK","CITY","30","14"
"051350","",,"9161","UNION TPKE","","GREENWAY SOUTH","MARKWOOD PLACE","QUEENS","NEW YORK","CITY","30","14"
"051314","",,"9161","UNION TPKE","","GRD CENTRL PKY","141ST ST","QUEENS","NEW YORK","CITY","30","14"
"051351","",,"9161","UNION TPKE","","MARKWOOD PLACE","QUEENS BLVD","QUEENS","NEW YORK","CITY","30","14"
"051352","",,"9161","UNION TPKE","","MAIN ST","PARSONS BLVD","QUEENS","NEW YORK","CITY","30","14"
"051312","",,"9161","UNION TPKE","","MYRTLE AVE","METROPOLTN AVE","QUEENS","NEW YORK","CITY","30","14"
"051315","",,"9161","UNION TPKE","","141ST ST","MAIN ST","QUEENS","NEW YORK","CITY","30","14"
"051354","",,"9161","UNION TPKE","","UTOPIA PKWY","188TH ST","QUEENS","NEW YORK","CITY","30","14"
"051313","",,"9161","UNION TPKE","","METROPOLTN AVE","GREENWAY SOUTH","QUEENS","NEW YORK","CITY","30","14"
"051357","",,"9161","UNION TPKE","","GRD CENTRL PKY","CROSS ISLND PK","QUEENS","NEW YORK","CITY","30","14"
"051317","",,"9161","UNION TPKE","","BELL BLVD","SPRINGFIELD BL","QUEENS","NEW YORK","CITY","30","14"
"051355","",,"9161","UNION TPKE","","188TH ST","FRAN LEWIS BLV","QUEENS","NEW YORK","CITY","30","14"
"051318","",,"9161","UNION TPKE","","SPRINGFIELD BL","GRD CENTRL PKY","QUEENS","NEW YORK","CITY","30","14"
"051356","",,"9161","UNION TPKE","","FRAN LEWIS BLV","I 295 OVER","QUEENS","NEW YORK","CITY","30","14"
"051316","",,"9161","UNION TPKE","","PARSONS BLVD","164TH ST","QUEENS","NEW YORK","CITY","30","14"
"051322","",,"9185","UTOPIA PKWY","","UNION TPK","I 495","QUEENS","NEW YORK","CITY","30","14"
"051323","",,"9185","UTOPIA PKWY","","I 495","NORTHERN BLVD","QUEENS","NEW YORK","CITY","30","14"
"051321","",,"9185","UTOPIA PKWY","","GRD CENTRL PKY","UNION TPK","QUEENS","NEW YORK","CITY","30","14"
"051324","",,"9185","UTOPIA PKWY","","CROCHERON AVE","FRAN LEWIS BLV","QUEENS","NEW YORK","CITY","30","14"
"056039","",,"9185","UTOPIA PKWY","","CIP SER S","CIP SER N","QUEENS","NEW YORK","CITY","30","16"
"051003","",,"9185","UTOPIA PKWY","","NORTHERN BLVD","CROCHERON AVE","QUEENS","NEW YORK","CITY","30","14"
"051325","",,"9185","UTOPIA PKWY","","FRAN LEWIS BLV","CIP SER S","QUEENS","NEW YORK","CITY","30","14"
"051326","",,"9197","VAN DAM ST","","GREENPOINT AVE","I 495","QUEENS","NEW YORK","CITY","30","14"
"051327","",,"9197","VAN DAM ST","","I 495","QUEENS BLVD","QUEENS","NEW YORK","CITY","30","14"
"052010","",,"9249","VERNON BLVD","","I 495","MAIN ST","QUEENS","NEW YORK","CITY","30","16"
"054445","",,"9269","VLEIGH PL","","UNION TPKE","MAIN ST","QUEENS","NEW YORK","CITY","30","17"
"051328","",,"9273","W ALLEY RD","","CROSS ISLND PK","DOUGLASTON PKY","QUEENS","NEW YORK","CITY","30","14"
"056040","",,"9273","W ALLEY RD","","IN495","CROSS ISLND PK","QUEENS","NEW YORK","CITY","30","16"
"054446","",,"9281","W MORELAND ST","","39TH RD","NORTHERN BLVD","QUEENS","NEW YORK","CITY","30","16"
"054447","",,"9345","WELLER LA","","149TH RD","149TH AVE","QUEENS","NEW YORK","CITY","30","17"
"054449","",,"9353","WEST DR","","ARLEIGH RD","MARINETTE ST","QUEENS","NEW YORK","CITY","30","17"
"054448","",,"9353","WEST DR","","DOUGLASTN PKY","PARK LA","QUEENS","NEW YORK","CITY","30","17"
"054450","",,"9369","WESTGATE ST","","FARMERS BLVD","137TH AVE","QUEENS","NEW YORK","CITY","30","16"
"054451","",,"9385","WEXFORD TERR","","KINGSTON PL","EDGERTON BLVD","QUEENS","NEW YORK","CITY","30","16"
"054452","",,"9405","WHITNEY AVE","","ITHACA ST","GLEANE ST","QUEENS","NEW YORK","CITY","30","17"
"051330","",,"9417","WILLETS PT BLVD","","UTOPIA PKWY","212TH ST","QUEENS","NEW YORK","CITY","30","14"
"051329","",,"9417","WILLETS PT BLVD","","ROOSEVELT AVE","NORTHERN BLVD","QUEENS","NEW YORK","CITY","30","19"
"052030","",,"9417","WILLETS PT BLVD","","NORTHERN BLVD","UTOPIA PKWY","QUEENS","NEW YORK","CITY","30","16"
"052084","",,"9433","WINCHESTER BLV","","BRADDOCK AVE","GRD CENTRL PKY","QUEENS","NEW YORK","CITY","30","17"
"051332","",,"9453","WOODHAVEN BLV","","ATLANTIC AVE","MYRTLE AVE","QUEENS","NEW YORK","CITY","30","14"
"051336","",,"9453","WOODHAVEN BLV","","METROPOLTN AVE","ELIOT AVE","QUEENS","NEW YORK","CITY","30","14"
"051338","",,"9453","WOODHAVEN BLV","","I 495","QUEENS BLVD","QUEENS","NEW YORK","CITY","30","14"
"051335","",,"9453","WOODHAVEN BLV","","UNION TPKE","METROPOLTN AVE","QUEENS","NEW YORK","CITY","30","14"
"051331","",,"9453","WOODHAVEN BLV","","LIBERTY AVE","ATLANTIC AVE","QUEENS","NEW YORK","CITY","30","12"
"051333","",,"9453","WOODHAVEN BLV","","MYRTLE AVE","INTERBORGH PKY","QUEENS","NEW YORK","CITY","30","14"
"051337","",,"9453","WOODHAVEN BLV","","ELIOT AVE","I 495","QUEENS","NEW YORK","CITY","30","14"
"051334","",,"9453","WOODHAVEN BLV","","INTERBORGH PKY","UNION TPKE","QUEENS","NEW YORK","CITY","30","14"
"051339","",,"9457","WOODHULL AVE","","JAMAICA AVE","190TH ST","QUEENS","NEW YORK","CITY","30","14"
"056151","",,"9461","WOODSIDE AVE","","NORTHERN BLVD","65TH PL","QUEENS","NEW YORK","CITY","30","16"
"056172","",,"9461","WOODSIDE AVE","","72ND ST","BROADWAY","QUEENS","NEW YORK","CITY","30","16"
"056093","",,"9461","WOODSIDE AVE","","65TH PL","72ND ST","QUEENS","NEW YORK","CITY","30","16"
"052131","",,"9473","WYCKOFF AVE","","GATES AVE","COOPER AVE","QUEENS","NEW YORK","CITY","30","16"
"052020","",,"9485","YELLOWSTNE BLV","","WOODHAVEN BLV","IN495 SR E","QUEENS","NEW YORK","CITY","30","16"
"534009","",,"A030","ABBOTT RD","","CITY LINE","POTTERS RD","ERIE","BUFFALO","CITY","30","16"
"534010","",,"A030","ABBOTT RD","","POTTERS RD","MCKINLEY PKWY","ERIE","BUFFALO","CITY","30","16"
"534011","",,"A030","ABBOTT RD","","MCKINLEY PKWY","RT62 BAILEY AVE","ERIE","BUFFALO","CITY","30","16"
"334000","",,"A070","AINSLEY DR","","EAST BRIGHTON","GAME RD","ONONDAGA","SYRACUSE","CITY","30","17"
"332122","",,"A070","AINSLEY DR","","GAME RD","JAMESVILLE RD","ONONDAGA","SYRACUSE","CITY","30","17"
"331126","",,"A130","ALMOND ST","","E GENESEE ST W","ERIE BLVD EAST","ONONDAGA","SYRACUSE","CITY","30","14"
"331125","",,"A130","ALMOND ST","","E ADAMS ST","E GENESEE ST W","ONONDAGA","SYRACUSE","CITY","30","14"
"871626","",,"A180","ALEXANDER ST","","WELLS AVE","BABCOCK PL","WESTCHESTER","YONKERS","CITY","30","17"
"534017","",,"A230","ALLEN ST","","FRANKLIN ST","MAIN","ERIE","BUFFALO","CITY","30","16"
"534016","",,"A230","ALLEN ST","","DELAWARE AVE","FRANKLIN ST","ERIE","BUFFALO","CITY","30","16"
"534014","",,"A230","ALLEN ST","","WADSWORTH","ELMWOOD AVE","ERIE","BUFFALO","CITY","30","16"
"534015","",,"A230","ALLEN ST","","ELMWOOD AVE","DELAWARE AVE","ERIE","BUFFALO","CITY","30","16"
"871627","",,"A280","ALTA VISTA DR","","GRANDVIEW BLVD","CENTRAL PK AVE","WESTCHESTER","YONKERS","CITY","30","17"
"436127","",,"A320","ALEXANDER ST","","CLINTON AVE","MONROE AV","MONROE","ROCHESTER","CITY","30","16"
"434003","",,"A320","ALEXANDER ST","","EAST AV","MAIN ST E","MONROE","ROCHESTER","CITY","30","16"
"432001","",,"A320","ALEXANDER ST","","MONROE AV","EAST AV","MONROE","ROCHESTER","CITY","30","16"
"434001","",,"A320","ALEXANDER ST","","SOUTH AVE","CLINTON AVE","MONROE","ROCHESTER","CITY","30","16"
"434000","",,"A320","ALEXANDER ST","","MT HOPE AVE","SOUTH AVE","MONROE","ROCHESTER","CITY","30","16"
"534027","",,"A320","AMHERST ST","","FAIRFIELD ST","NY5 MAIN ST","ERIE","BUFFALO","CITY","30","16"
"534023","",,"A320","AMHERST ST","","ELMWOOD AVE","DELAWARE AVE","ERIE","BUFFALO","CITY","30","16"
"534025","",,"A320","AMHERST ST","","COLVIN AVE","PARKSIDE AVE","ERIE","BUFFALO","CITY","30","16"
"534024","",,"A320","AMHERST ST","","DELAWARE AVE","COLVIN AVE","ERIE","BUFFALO","CITY","30","16"
"534022","",,"A320","AMHERST ST","","GRANT ST","ELMWOOD AVE","ERIE","BUFFALO","CITY","30","16"
"534020","",,"A320","AMHERST ST","","TONAWANDA ST (W)","TONAWANDA ST E","ERIE","BUFFALO","CITY","30","16"
"534026","",,"A320","AMHERST ST","","PARKSIDE AVE","CRESCENT AVE","ERIE","BUFFALO","CITY","30","16"
"534019","",,"A320","AMHERST ST","","NIAGARA ST","TONAWANDA ST (W)","ERIE","BUFFALO","CITY","30","16"
"534021","",,"A320","AMHERST ST","","MILITARY RD","GRANT ST","ERIE","BUFFALO","CITY","30","16"
"536094","",,"A320","AMHERST ST","","CRESCENT AVE","FAIRFIELD ST","ERIE","BUFFALO","CITY","30","16"
"436614","",,"A380","ALLEN ST","","BROWN ST","MONTGOMERY AL","MONROE","ROCHESTER","CITY","30","17"
"876107","",,"A400","ANN ST","","NEW MAIN ST","GETTY SQ PARK","WESTCHESTER","YONKERS","CITY","30","19"
"332044","",,"A440","AVERY AVE","","TOMPKINS ST","MILTON AVE","ONONDAGA","SYRACUSE","CITY","30","17"
"334001","",,"A440","AVERY AVE","","GRAND AVE","TOMPKINS ST","ONONDAGA","SYRACUSE","CITY","30","17"
"336041","",,"A520","BALLANTYNE RD","","CONAN AVE","ATLANTIC AVE","ONONDAGA","SYRACUSE","CITY","30","19"
"431018","",,"A530","AMES ST","","WEST AVE","MAPLE ST","MONROE","ROCHESTER","CITY","30","17"
